"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2014-2015","Vermont","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","86.7","84.0","89.4","631","Female","All Ages","All Races","All Grades"
"2014-2015","Virginia","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","79.2","76.5","82.0","1494","Overall","All Ages","All Races","All Grades"
"2014-2015","Virginia","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","76.0","72.0","80.0","703","Male","All Ages","All Races","All Grades"
"2014-2015","Virginia","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","82.4","79.2","85.7","791","Female","All Ages","All Races","All Grades"
"2014-2015","Washington","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","86.4","83.9","88.8","1288","Overall","All Ages","All Races","All Grades"
"2014-2015","Washington","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","84.4","80.3","88.6","611","Male","All Ages","All Races","All Grades"
"2014-2015","Washington","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","88.3","85.7","91.0","677","Female","All Ages","All Races","All Grades"
"2014-2015","West Virginia","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","77.4","74.5","80.3","997","Overall","All Ages","All Races","All Grades"
"2014-2015","West Virginia","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","71.3","66.2","76.4","392","Male","All Ages","All Races","All Grades"
"2014-2015","West Virginia","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","82.3","78.7","85.9","605","Female","All Ages","All Races","All Grades"
"2014-2015","Wisconsin","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","85.5","83.5","87.5","1437","Overall","All Ages","All Races","All Grades"
"2014-2015","Wisconsin","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","82.0","78.8","85.2","638","Male","All Ages","All Races","All Grades"
"2014-2015","Wisconsin","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","88.7","86.3","91.0","799","Female","All Ages","All Races","All Grades"
"2014-2015","Wyoming","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","79.5","76.0","82.9","1030","Overall","All Ages","All Races","All Grades"
"2014-2015","Wyoming","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","74.1","69.2","79.1","433","Male","All Ages","All Races","All Grades"
"2014-2015","Wyoming","TUS-CPS","Smokefree Policies in Indoor Worksites (Adults)","Smokefree Policies in Indoor Worksites","","Percentage","84.5","80.3","88.6","597","Female","All Ages","All Races","All Grades"
