"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2018","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","*","*","*","*","Female","All Ages","All Races","All Grades"
"2017","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.8","25.9","51.7","76","Overall","All Ages","All Races","All Grades"
"2017","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","*","*","*","*","Male","All Ages","All Races","All Grades"
"2017","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","*","*","*","*","Female","All Ages","All Races","All Grades"
"2017","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.2","48.3","74.1","76","Overall","All Ages","All Races","All Grades"
"2017","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","*","*","*","*","Male","All Ages","All Races","All Grades"
"2017","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","*","*","*","*","Female","All Ages","All Races","All Grades"
"2016","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.5","25.2","53.8","85","Overall","All Ages","All Races","All Grades"
"2016","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","46.1","29.0","63.2","60","Male","All Ages","All Races","All Grades"
"2016","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","*","*","*","*","Female","All Ages","All Races","All Grades"
"2016","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","60.5","46.2","74.8","85","Overall","All Ages","All Races","All Grades"
"2016","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","53.9","36.8","71.0","60","Male","All Ages","All Races","All Grades"
"2016","Guam","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","*","*","*","*","Female","All Ages","All Races","All Grades"
"2018","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.8","28.8","40.8","389","Overall","All Ages","All Races","All Grades"
"2018","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.7","27.3","42.1","245","Male","All Ages","All Races","All Grades"
"2018","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","35.0","24.7","45.3","144","Female","All Ages","All Races","All Grades"
"2018","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.2","59.2","71.2","389","Overall","All Ages","All Races","All Grades"
"2018","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.3","57.9","72.7","245","Male","All Ages","All Races","All Grades"
"2018","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.0","54.7","75.3","144","Female","All Ages","All Races","All Grades"
"2017","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","47.2","39.3","55.1","260","Overall","All Ages","All Races","All Grades"
"2017","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","48.0","38.3","57.7","165","Male","All Ages","All Races","All Grades"
"2017","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","45.4","32.5","58.3","95","Female","All Ages","All Races","All Grades"
"2017","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","52.8","44.9","60.7","260","Overall","All Ages","All Races","All Grades"
"2017","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","52.0","42.3","61.7","165","Male","All Ages","All Races","All Grades"
"2017","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","54.6","41.7","67.5","95","Female","All Ages","All Races","All Grades"
"2016","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","41.2","33.2","49.2","235","Overall","All Ages","All Races","All Grades"
"2016","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","44.2","34.2","54.2","147","Male","All Ages","All Races","All Grades"
"2016","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.0","21.4","46.6","88","Female","All Ages","All Races","All Grades"
"2016","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.8","50.8","66.8","235","Overall","All Ages","All Races","All Grades"
"2016","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","55.8","45.8","65.8","147","Male","All Ages","All Races","All Grades"
"2016","Hawaii","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.0","53.4","78.6","88","Female","All Ages","All Races","All Grades"
"2018","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","32.9","22.2","43.6","122","Overall","All Ages","All Races","All Grades"
"2018","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.5","24.4","52.6","70","Male","All Ages","All Races","All Grades"
"2018","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","26.8","11.5","42.1","52","Female","All Ages","All Races","All Grades"
"2018","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","67.1","56.4","77.8","122","Overall","All Ages","All Races","All Grades"
"2018","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.5","47.4","75.6","70","Male","All Ages","All Races","All Grades"
"2018","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","73.2","57.9","88.5","52","Female","All Ages","All Races","All Grades"
"2017","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.0","29.1","48.9","139","Overall","All Ages","All Races","All Grades"
"2017","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","41.2","27.5","54.9","65","Male","All Ages","All Races","All Grades"
"2017","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.8","22.5","51.1","74","Female","All Ages","All Races","All Grades"
"2017","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.0","51.1","70.9","139","Overall","All Ages","All Races","All Grades"
"2017","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.8","45.1","72.5","65","Male","All Ages","All Races","All Grades"
"2017","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.2","48.9","77.5","74","Female","All Ages","All Races","All Grades"
"2016","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.5","28.7","50.3","152","Overall","All Ages","All Races","All Grades"
"2016","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","42.0","25.4","58.6","61","Male","All Ages","All Races","All Grades"
"2016","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.9","23.6","50.2","91","Female","All Ages","All Races","All Grades"
"2016","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","60.5","49.7","71.3","152","Overall","All Ages","All Races","All Grades"
"2016","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.0","41.4","74.6","61","Male","All Ages","All Races","All Grades"
"2016","Idaho","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.1","49.8","76.4","91","Female","All Ages","All Races","All Grades"
"2017","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","29.5","20.6","38.4","154","Overall","All Ages","All Races","All Grades"
"2017","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","40.3","27.3","53.3","78","Male","All Ages","All Races","All Grades"
"2017","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","15.4","6.5","24.3","76","Female","All Ages","All Races","All Grades"
"2017","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","70.5","61.6","79.4","154","Overall","All Ages","All Races","All Grades"
"2017","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","59.7","46.7","72.7","78","Male","All Ages","All Races","All Grades"
"2017","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","84.6","75.7","93.5","76","Female","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.9","30.1","49.7","142","Overall","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","43.8","30.1","57.5","76","Male","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.6","21.7","47.5","66","Female","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","60.1","50.3","69.9","142","Overall","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","56.2","42.5","69.9","76","Male","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.4","52.5","78.3","66","Female","All Ages","All Races","All Grades"
"2018","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.0","31.7","46.3","291","Overall","All Ages","All Races","All Grades"
"2018","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","45.3","34.9","55.7","147","Male","All Ages","All Races","All Grades"
"2018","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","31.7","22.0","41.4","144","Female","All Ages","All Races","All Grades"
"2018","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.0","53.7","68.3","291","Overall","All Ages","All Races","All Grades"
"2018","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","54.7","44.3","65.1","147","Male","All Ages","All Races","All Grades"
"2018","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","68.3","58.6","78.0","144","Female","All Ages","All Races","All Grades"
"2017","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","35.0","29.7","40.3","497","Overall","All Ages","All Races","All Grades"
"2017","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","37.2","29.6","44.8","240","Male","All Ages","All Races","All Grades"
"2017","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","32.5","25.2","39.8","257","Female","All Ages","All Races","All Grades"
"2017","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.0","59.7","70.3","497","Overall","All Ages","All Races","All Grades"
"2017","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","62.8","55.2","70.4","240","Male","All Ages","All Races","All Grades"
"2017","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","67.5","60.2","74.8","257","Female","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","35.4","28.6","42.2","352","Overall","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.7","28.5","48.9","149","Male","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","31.9","22.9","40.9","203","Female","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","64.6","57.8","71.4","352","Overall","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.3","51.1","71.5","149","Male","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","68.1","59.1","77.1","203","Female","All Ages","All Races","All Grades"
"2018","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.8","30.8","42.8","316","Overall","All Ages","All Races","All Grades"
"2018","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","42.8","35.0","50.6","191","Male","All Ages","All Races","All Grades"
"2018","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","26.8","18.0","35.6","125","Female","All Ages","All Races","All Grades"
"2018","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.2","57.2","69.2","316","Overall","All Ages","All Races","All Grades"
"2018","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","57.2","49.4","65.0","191","Male","All Ages","All Races","All Grades"
"2018","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","73.2","64.4","82.0","125","Female","All Ages","All Races","All Grades"
"2017","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","33.1","25.8","40.4","228","Overall","All Ages","All Races","All Grades"
"2017","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","32.9","24.3","41.5","143","Male","All Ages","All Races","All Grades"
"2017","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","33.4","20.2","46.6","85","Female","All Ages","All Races","All Grades"
"2017","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.9","59.6","74.2","228","Overall","All Ages","All Races","All Grades"
"2017","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","67.1","58.5","75.7","143","Male","All Ages","All Races","All Grades"
"2017","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.6","53.4","79.8","85","Female","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.2","26.3","42.1","211","Overall","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","40.2","28.8","51.6","101","Male","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","27.7","17.0","38.4","110","Female","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.8","57.9","73.7","211","Overall","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","59.8","48.4","71.2","101","Male","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","72.3","61.6","83.0","110","Female","All Ages","All Races","All Grades"
"2017","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","40.7","36.1","45.3","678","Overall","All Ages","All Races","All Grades"
"2017","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","42.0","36.0","48.0","383","Male","All Ages","All Races","All Grades"
"2017","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.5","31.2","45.8","295","Female","All Ages","All Races","All Grades"
"2017","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","59.3","54.7","63.9","678","Overall","All Ages","All Races","All Grades"
"2017","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.0","52.0","64.0","383","Male","All Ages","All Races","All Grades"
"2017","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.5","54.2","68.8","295","Female","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.3","28.7","39.9","429","Overall","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","31.5","24.6","38.4","234","Male","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.7","29.5","47.9","195","Female","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.7","60.1","71.3","429","Overall","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","68.5","61.6","75.4","234","Male","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.3","52.1","70.5","195","Female","All Ages","All Races","All Grades"
"2017","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.5","28.4","44.6","353","Overall","All Ages","All Races","All Grades"
"2017","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","33.4","22.6","44.2","170","Male","All Ages","All Races","All Grades"
"2017","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","41.4","29.5","53.3","183","Female","All Ages","All Races","All Grades"
"2017","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.5","55.4","71.6","353","Overall","All Ages","All Races","All Grades"
"2017","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.6","55.8","77.4","170","Male","All Ages","All Races","All Grades"
"2017","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.6","46.7","70.5","183","Female","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.4","31.7","45.1","453","Overall","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","41.3","31.4","51.2","207","Male","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.9","26.3","43.5","246","Female","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.6","54.9","68.3","453","Overall","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.7","48.8","68.6","207","Male","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","65.1","56.5","73.7","246","Female","All Ages","All Races","All Grades"
"2018","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","41.4","32.6","50.2","222","Overall","All Ages","All Races","All Grades"
"2018","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","44.0","32.3","55.7","128","Male","All Ages","All Races","All Grades"
"2018","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","37.3","24.2","50.4","94","Female","All Ages","All Races","All Grades"
"2018","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.6","49.8","67.4","222","Overall","All Ages","All Races","All Grades"
"2018","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","56.0","44.3","67.7","128","Male","All Ages","All Races","All Grades"
"2018","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","62.7","49.6","75.8","94","Female","All Ages","All Races","All Grades"
"2017","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","33.6","24.7","42.5","162","Overall","All Ages","All Races","All Grades"
"2017","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.4","27.3","51.5","87","Male","All Ages","All Races","All Grades"
"2017","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","25.9","14.2","37.6","75","Female","All Ages","All Races","All Grades"
"2017","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.4","57.5","75.3","162","Overall","All Ages","All Races","All Grades"
"2017","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","60.6","48.5","72.7","87","Male","All Ages","All Races","All Grades"
"2017","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","74.1","62.4","85.8","75","Female","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","31.1","21.4","40.8","164","Overall","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","39.8","25.9","53.7","85","Male","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","18.3","8.4","28.2","79","Female","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","68.9","59.2","78.6","164","Overall","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","60.2","46.3","74.1","85","Male","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","81.7","71.8","91.6","79","Female","All Ages","All Races","All Grades"
"2017","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.6","26.5","46.7","240","Overall","All Ages","All Races","All Grades"
"2017","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","41.3","27.2","55.4","119","Male","All Ages","All Races","All Grades"
"2017","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","28.8","17.0","40.6","121","Female","All Ages","All Races","All Grades"
"2017","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.4","53.3","73.5","240","Overall","All Ages","All Races","All Grades"
"2017","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","58.7","44.6","72.8","119","Male","All Ages","All Races","All Grades"
"2017","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","71.2","59.4","83.0","121","Female","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","24.1","16.6","31.6","250","Overall","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","29.1","18.7","39.5","141","Male","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","15.3","6.6","24.0","109","Female","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","75.9","68.4","83.4","250","Overall","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","70.9","60.5","81.3","141","Male","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","84.7","76.0","93.4","109","Female","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","35.6","29.1","42.1","456","Overall","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","37.0","28.3","45.7","234","Male","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","33.4","23.9","42.9","222","Female","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","64.4","57.9","70.9","456","Overall","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.0","54.3","71.7","234","Male","All Ages","All Races","All Grades"
"2018","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","66.6","57.1","76.1","222","Female","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","35.1","26.2","44.0","275","Overall","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","38.1","25.9","50.3","139","Male","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","30.4","18.5","42.3","136","Female","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","64.9","56.0","73.8","275","Overall","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","61.9","49.7","74.1","139","Male","All Ages","All Races","All Grades"
"2017","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","69.6","57.7","81.5","136","Female","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","30.7","23.8","37.6","403","Overall","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.2","26.9","45.5","215","Male","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","19.4","11.9","26.9","188","Female","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","69.3","62.4","76.2","403","Overall","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","63.8","54.5","73.1","215","Male","All Ages","All Races","All Grades"
"2016","Maryland","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","80.6","73.1","88.1","188","Female","All Ages","All Races","All Grades"
"2018","Massachusetts","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","35.7","27.3","44.1","243","Overall","All Ages","All Races","All Grades"
"2018","Massachusetts","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","36.8","27.2","46.4","141","Male","All Ages","All Races","All Grades"
"2018","Massachusetts","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Every Day","Percentage","34.1","18.8","49.4","102","Female","All Ages","All Races","All Grades"
"2018","Massachusetts","BRFSS","E-Cigarette Use (Adults)","Frequency of Use","Some Days","Percentage","64.3","55.9","72.7","243","Overall","All Ages","All Races","All Grades"
