"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2015","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.1","21.8","34.4","377","Female","All Ages","All Races","All Grades"
"2014","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.7","64.8","74.6","753","Overall","All Ages","All Races","All Grades"
"2014","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.3","57.9","72.7","332","Male","All Ages","All Races","All Grades"
"2014","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.2","68.2","80.2","421","Female","All Ages","All Races","All Grades"
"2014","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.3","25.4","35.2","753","Overall","All Ages","All Races","All Grades"
"2014","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.7","27.3","42.1","332","Male","All Ages","All Races","All Grades"
"2014","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.8","19.8","31.8","421","Female","All Ages","All Races","All Grades"
"2013","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.1","66.4","75.8","791","Overall","All Ages","All Races","All Grades"
"2013","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.1","62.2","76.0","347","Male","All Ages","All Races","All Grades"
"2013","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.7","67.9","79.5","444","Female","All Ages","All Races","All Grades"
"2013","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.9","24.2","33.6","791","Overall","All Ages","All Races","All Grades"
"2013","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.9","24.0","37.8","347","Male","All Ages","All Races","All Grades"
"2013","Idaho","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.3","20.5","32.1","444","Female","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.6","63.2","72.0","623","Overall","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","64.2","58.1","70.3","342","Male","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.2","65.8","78.6","281","Female","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.4","28.0","36.8","623","Overall","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","35.8","29.7","41.9","342","Male","All Ages","All Races","All Grades"
"2016","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.8","21.4","34.2","281","Female","All Ages","All Races","All Grades"
"2015","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","65.9","61.2","70.6","677","Overall","All Ages","All Races","All Grades"
"2015","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.7","63.5","75.9","336","Male","All Ages","All Races","All Grades"
"2015","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","61.1","54.1","68.1","341","Female","All Ages","All Races","All Grades"
"2015","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","34.1","29.4","38.8","677","Overall","All Ages","All Races","All Grades"
"2015","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.3","24.1","36.5","336","Male","All Ages","All Races","All Grades"
"2015","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","38.9","31.9","45.9","341","Female","All Ages","All Races","All Grades"
"2014","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.3","63.7","72.9","651","Overall","All Ages","All Races","All Grades"
"2014","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.0","62.5","75.5","308","Male","All Ages","All Races","All Grades"
"2014","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.4","61.1","73.7","343","Female","All Ages","All Races","All Grades"
"2014","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.7","27.1","36.3","651","Overall","All Ages","All Races","All Grades"
"2014","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.0","24.5","37.5","308","Male","All Ages","All Races","All Grades"
"2014","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.6","26.3","38.9","343","Female","All Ages","All Races","All Grades"
"2013","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.6","64.3","72.9","839","Overall","All Ages","All Races","All Grades"
"2013","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.7","62.6","74.8","404","Male","All Ages","All Races","All Grades"
"2013","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","68.4","62.5","74.3","435","Female","All Ages","All Races","All Grades"
"2013","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.4","27.1","35.7","839","Overall","All Ages","All Races","All Grades"
"2013","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.3","25.2","37.4","404","Male","All Ages","All Races","All Grades"
"2013","Illinois","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","31.6","25.7","37.5","435","Female","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.1","70.3","75.9","1822","Overall","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.3","70.2","78.4","824","Male","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.6","67.7","75.5","998","Female","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.9","24.1","29.7","1822","Overall","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.7","21.6","29.8","824","Male","All Ages","All Races","All Grades"
"2016","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.4","24.5","32.3","998","Female","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.5","67.2","75.8","917","Overall","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.2","65.3","77.1","437","Male","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.8","65.6","78.0","480","Female","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.5","24.2","32.8","917","Overall","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.8","22.9","34.7","437","Male","All Ages","All Races","All Grades"
"2015","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.2","22.0","34.4","480","Female","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.7","71.1","76.3","1930","Overall","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.7","68.8","76.6","851","Male","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.8","71.5","78.1","1079","Female","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.3","23.7","28.9","1930","Overall","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.3","23.4","31.2","851","Male","All Ages","All Races","All Grades"
"2014","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.2","21.9","28.5","1079","Female","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.9","73.4","78.4","1870","Overall","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.7","70.9","78.5","851","Male","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.1","73.8","80.4","1019","Female","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","24.1","21.6","26.6","1870","Overall","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.3","21.5","29.1","851","Male","All Ages","All Races","All Grades"
"2013","Indiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.9","19.6","26.2","1019","Female","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.1","71.4","78.8","951","Overall","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.2","67.8","78.6","456","Male","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.1","72.3","81.9","495","Female","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","24.9","21.2","28.6","951","Overall","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.8","21.4","32.2","456","Male","All Ages","All Races","All Grades"
"2016","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.9","18.1","27.7","495","Female","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.4","68.4","76.4","867","Overall","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.9","67.3","78.5","415","Male","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.7","65.9","77.5","452","Female","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.6","23.6","31.6","867","Overall","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.1","21.5","32.7","415","Male","All Ages","All Races","All Grades"
"2015","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.3","22.5","34.1","452","Female","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.3","70.9","77.7","1165","Overall","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.9","72.5","81.3","551","Male","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.4","66.3","76.5","614","Female","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.7","22.3","29.1","1165","Overall","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.1","18.7","27.5","551","Male","All Ages","All Races","All Grades"
"2014","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.6","23.5","33.7","614","Female","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.9","73.7","80.1","1226","Overall","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.2","73.0","81.4","590","Male","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.4","71.5","81.3","636","Female","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.1","19.9","26.3","1226","Overall","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.8","18.6","27.0","590","Male","All Ages","All Races","All Grades"
"2013","Iowa","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.6","18.7","28.5","636","Female","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.8","70.2","75.4","1741","Overall","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.1","68.2","76.0","849","Male","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.7","70.2","77.2","892","Female","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.2","24.6","29.8","1741","Overall","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.9","24.0","31.8","849","Male","All Ages","All Races","All Grades"
"2016","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.3","22.8","29.8","892","Female","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.1","68.1","72.1","3343","Overall","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.2","67.4","73.0","1634","Male","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.9","67.1","72.7","1709","Female","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.9","27.9","31.9","3343","Overall","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.8","27.0","32.6","1634","Male","All Ages","All Races","All Grades"
"2015","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.1","27.3","32.9","1709","Female","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.5","70.1","74.9","2036","Overall","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.6","69.2","76.0","988","Male","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.4","69.0","75.8","1048","Female","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.5","25.1","29.9","2036","Overall","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.4","24.0","30.8","988","Male","All Ages","All Races","All Grades"
"2014","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.6","24.2","31.0","1048","Female","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.5","70.7","74.3","3865","Overall","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.0","68.4","73.6","1786","Male","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.3","71.8","76.8","2079","Female","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.5","25.7","29.3","3865","Overall","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.0","26.4","31.6","1786","Male","All Ages","All Races","All Grades"
"2013","Kansas","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.7","23.2","28.2","2079","Female","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.5","73.6","79.4","2019","Overall","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.7","71.7","79.7","858","Male","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.2","73.1","81.3","1161","Female","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.5","20.6","26.4","2019","Overall","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","24.3","20.3","28.3","858","Male","All Ages","All Races","All Grades"
"2016","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.8","18.7","26.9","1161","Female","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","79.0","76.1","81.9","1793","Overall","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","79.1","74.6","83.6","669","Male","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","79.0","75.1","82.9","1124","Female","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.0","18.1","23.9","1793","Overall","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","20.9","16.4","25.4","669","Male","All Ages","All Races","All Grades"
"2015","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.0","17.1","24.9","1124","Female","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","78.1","75.2","81.0","2278","Overall","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","74.8","69.8","79.8","814","Male","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","81.4","78.4","84.4","1464","Female","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.9","19.0","24.8","2278","Overall","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","25.2","20.2","30.2","814","Male","All Ages","All Races","All Grades"
"2014","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","18.6","15.6","21.6","1464","Female","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.3","74.8","79.8","2382","Overall","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","78.2","74.6","81.8","926","Male","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.3","72.7","79.9","1456","Female","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.7","20.2","25.2","2382","Overall","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.8","18.2","25.4","926","Male","All Ages","All Races","All Grades"
"2013","Kentucky","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.7","20.1","27.3","1456","Female","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.5","61.5","71.5","883","Overall","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","63.0","55.8","70.2","374","Male","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","70.5","64.0","77.0","509","Female","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.5","28.5","38.5","883","Overall","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","37.0","29.8","44.2","374","Male","All Ages","All Races","All Grades"
"2016","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.5","23.0","36.0","509","Female","All Ages","All Races","All Grades"
"2015","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.2","65.0","73.4","799","Overall","All Ages","All Races","All Grades"
"2015","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.6","65.4","77.8","336","Male","All Ages","All Races","All Grades"
"2015","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","66.3","60.8","71.8","463","Female","All Ages","All Races","All Grades"
"2015","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.8","26.6","35.0","799","Overall","All Ages","All Races","All Grades"
"2015","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","28.4","22.2","34.6","336","Male","All Ages","All Races","All Grades"
"2015","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","33.7","28.2","39.2","463","Female","All Ages","All Races","All Grades"
"2014","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","69.9","66.8","73.0","1319","Overall","All Ages","All Races","All Grades"
"2014","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.5","62.8","72.2","578","Male","All Ages","All Races","All Grades"
"2014","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","72.7","68.8","76.6","741","Female","All Ages","All Races","All Grades"
"2014","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","30.1","27.0","33.2","1319","Overall","All Ages","All Races","All Grades"
"2014","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.5","27.8","37.2","578","Male","All Ages","All Races","All Grades"
"2014","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","27.3","23.4","31.2","741","Female","All Ages","All Races","All Grades"
"2013","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","71.0","66.2","75.8","894","Overall","All Ages","All Races","All Grades"
"2013","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","73.5","66.7","80.3","359","Male","All Ages","All Races","All Grades"
"2013","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","67.8","61.2","74.4","535","Female","All Ages","All Races","All Grades"
"2013","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","29.0","24.2","33.8","894","Overall","All Ages","All Races","All Grades"
"2013","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","26.5","19.7","33.3","359","Male","All Ages","All Races","All Grades"
"2013","Louisiana","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","32.2","25.6","38.8","535","Female","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","77.4","74.2","80.6","1527","Overall","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","78.6","74.4","82.8","713","Male","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.1","71.2","81.0","814","Female","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","22.6","19.4","25.8","1527","Overall","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.4","17.2","25.6","713","Male","All Ages","All Races","All Grades"
"2016","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.9","19.0","28.8","814","Female","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","79.2","76.1","82.3","1303","Overall","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","79.8","75.2","84.4","589","Male","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","78.6","74.5","82.7","714","Female","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","20.8","17.7","23.9","1303","Overall","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","20.2","15.6","24.8","589","Male","All Ages","All Races","All Grades"
"2015","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","21.4","17.3","25.5","714","Female","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.0","72.8","79.2","1322","Overall","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","76.6","71.9","81.3","585","Male","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Every Day","Percentage","75.3","71.1","79.5","737","Female","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","24.0","20.8","27.2","1322","Overall","All Ages","All Races","All Grades"
"2014","Maine","BRFSS","Cigarette Use (Adults)","Smoking Frequency","Some Days","Percentage","23.4","18.7","28.1","585","Male","All Ages","All Races","All Grades"
