,Year,Location Description,Data Source,Topic Description,Measure Description,Response,Data Value,Low Confidence Limit,High Confidence Limit,Sample Size,Gender,legislation percentage
217,2016,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.6,59.8,67.4,2548,Male,88.8
218,2016,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.0,63.3,70.7,2925,Female,88.8
219,2016,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.9,32.2,37.6,5473,Overall,88.8
220,2016,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,36.4,32.6,40.2,2548,Male,88.8
221,2016,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.0,29.3,36.7,2925,Female,88.8
222,2015,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,63.4,71.0,1218,Overall,88.8
223,2015,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.5,60.9,72.1,548,Male,88.8
224,2015,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.0,63.0,73.0,670,Female,88.8
225,2015,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.8,29.0,36.6,1218,Overall,88.8
226,2015,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.5,27.9,39.1,548,Male,88.8
227,2015,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.0,27.0,37.0,670,Female,88.8
228,2014,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.6,62.0,69.2,1271,Overall,88.8
229,2014,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.7,61.5,71.9,549,Male,88.8
230,2014,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.4,59.4,69.4,722,Female,88.8
231,2014,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.4,30.8,38.0,1271,Overall,88.8
232,2014,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.3,28.1,38.5,549,Male,88.8
233,2014,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.6,30.6,40.6,722,Female,88.8
234,2013,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.7,65.9,71.5,5384,Overall,88.8
235,2013,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.0,65.0,73.0,2229,Male,88.8
236,2013,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,64.5,72.1,3155,Female,88.8
237,2013,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.3,28.5,34.1,5384,Overall,88.8
238,2013,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.0,27.0,35.0,2229,Male,88.8
239,2013,Florida,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,27.9,35.5,3155,Female,88.8
240,2016,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.7,63.6,71.8,810,Overall,86.5
241,2016,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.0,61.2,72.8,387,Male,86.5
242,2016,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.6,62.9,74.3,423,Female,86.5
243,2016,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.3,28.2,36.4,810,Overall,86.5
244,2016,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,33.0,27.2,38.8,387,Male,86.5
245,2016,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.4,25.7,37.1,423,Female,86.5
246,2015,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.6,64.9,74.3,647,Overall,86.5
247,2015,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.2,58.3,72.1,288,Male,86.5
248,2015,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.9,68.8,81.0,359,Female,86.5
249,2015,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.4,25.7,35.1,647,Overall,86.5
250,2015,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.8,27.9,41.7,288,Male,86.5
251,2015,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.1,19.0,31.2,359,Female,86.5
252,2014,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.1,66.8,75.4,843,Overall,86.5
253,2014,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,64.1,76.3,377,Male,86.5
254,2014,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.6,67.0,78.2,466,Female,86.5
255,2014,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.9,24.6,33.2,843,Overall,86.5
256,2014,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,23.7,35.9,377,Male,86.5
257,2014,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.4,21.8,33.0,466,Female,86.5
258,2013,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.3,68.8,75.8,1180,Overall,86.5
259,2013,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.5,64.4,74.6,553,Male,86.5
260,2013,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.2,72.0,80.4,627,Female,86.5
261,2013,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.7,24.2,31.2,1180,Overall,86.5
262,2013,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.5,25.4,35.6,553,Male,86.5
263,2013,Georgia,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.8,19.6,28.0,627,Female,86.5
264,2016,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,64.1,72.5,934,Overall,87.4
265,2016,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.7,59.9,71.5,506,Male,87.4
266,2016,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,65.8,77.8,428,Female,87.4
267,2016,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,27.5,35.9,934,Overall,87.4
268,2016,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.3,28.5,40.1,506,Male,87.4
269,2016,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,22.2,34.2,428,Female,87.4
270,2015,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.3,66.9,75.7,857,Overall,87.4
271,2015,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.6,64.4,76.8,472,Male,87.4
272,2015,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.3,66.3,78.3,385,Female,87.4
273,2015,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.7,24.3,33.1,857,Overall,87.4
274,2015,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.4,23.2,35.6,472,Male,87.4
275,2015,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.7,21.7,33.7,385,Female,87.4
276,2014,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.2,63.9,72.5,925,Overall,87.4
277,2014,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,62.7,56.8,68.6,510,Male,87.4
278,2014,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.4,69.3,81.5,415,Female,87.4
279,2014,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.8,27.5,36.1,925,Overall,87.4
280,2014,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,37.3,31.4,43.2,510,Male,87.4
281,2014,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.6,18.5,30.7,415,Female,87.4
282,2013,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.2,62.9,71.5,981,Overall,87.4
283,2013,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.3,59.6,71.0,539,Male,87.4
284,2013,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.9,63.6,76.2,442,Female,87.4
285,2013,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.8,28.5,37.1,981,Overall,87.4
286,2013,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.7,29.0,40.4,539,Male,87.4
287,2013,Hawaii,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.1,23.8,36.4,442,Female,87.4
288,2016,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.9,65.8,76.0,627,Overall,91.0
289,2016,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.7,59.9,75.5,268,Male,91.0
290,2016,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.0,67.7,80.3,359,Female,91.0
291,2016,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.1,24.0,34.2,627,Overall,91.0
292,2016,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.3,24.5,40.1,268,Male,91.0
293,2016,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.0,19.7,32.3,359,Female,91.0
294,2015,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,67.2,76.4,707,Overall,91.0
295,2015,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,65.0,78.4,330,Male,91.0
296,2015,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.9,65.6,78.2,377,Female,91.0
297,2015,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,23.6,32.8,707,Overall,91.0
298,2015,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,21.6,35.0,330,Male,91.0
299,2015,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.1,21.8,34.4,377,Female,91.0
300,2014,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,64.8,74.6,753,Overall,91.0
301,2014,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.3,57.9,72.7,332,Male,91.0
302,2014,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.2,68.2,80.2,421,Female,91.0
303,2014,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,25.4,35.2,753,Overall,91.0
304,2014,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.7,27.3,42.1,332,Male,91.0
305,2014,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.8,19.8,31.8,421,Female,91.0
306,2013,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.1,66.4,75.8,791,Overall,91.0
307,2013,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.1,62.2,76.0,347,Male,91.0
308,2013,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.7,67.9,79.5,444,Female,91.0
309,2013,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.9,24.2,33.6,791,Overall,91.0
310,2013,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.9,24.0,37.8,347,Male,91.0
311,2013,Idaho,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.3,20.5,32.1,444,Female,91.0
312,2016,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.6,63.2,72.0,623,Overall,84.5
313,2016,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,64.2,58.1,70.3,342,Male,84.5
314,2016,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.2,65.8,78.6,281,Female,84.5
315,2016,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.4,28.0,36.8,623,Overall,84.5
316,2016,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,35.8,29.7,41.9,342,Male,84.5
317,2016,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.8,21.4,34.2,281,Female,84.5
318,2015,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,65.9,61.2,70.6,677,Overall,84.5
319,2015,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.7,63.5,75.9,336,Male,84.5
320,2015,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,61.1,54.1,68.1,341,Female,84.5
321,2015,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,34.1,29.4,38.8,677,Overall,84.5
322,2015,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.3,24.1,36.5,336,Male,84.5
323,2015,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,38.9,31.9,45.9,341,Female,84.5
324,2014,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.3,63.7,72.9,651,Overall,84.5
325,2014,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.0,62.5,75.5,308,Male,84.5
326,2014,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,61.1,73.7,343,Female,84.5
327,2014,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.7,27.1,36.3,651,Overall,84.5
328,2014,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.0,24.5,37.5,308,Male,84.5
329,2014,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,26.3,38.9,343,Female,84.5
330,2013,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.6,64.3,72.9,839,Overall,84.5
331,2013,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.7,62.6,74.8,404,Male,84.5
332,2013,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,68.4,62.5,74.3,435,Female,84.5
333,2013,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.4,27.1,35.7,839,Overall,84.5
334,2013,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.3,25.2,37.4,404,Male,84.5
335,2013,Illinois,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,31.6,25.7,37.5,435,Female,84.5
336,2016,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.1,70.3,75.9,1822,Overall,78.8
337,2016,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,70.2,78.4,824,Male,78.8
338,2016,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.6,67.7,75.5,998,Female,78.8
339,2016,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.9,24.1,29.7,1822,Overall,78.8
340,2016,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,21.6,29.8,824,Male,78.8
341,2016,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.4,24.5,32.3,998,Female,78.8
342,2015,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.5,67.2,75.8,917,Overall,78.8
343,2015,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.2,65.3,77.1,437,Male,78.8
344,2015,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.8,65.6,78.0,480,Female,78.8
345,2015,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.5,24.2,32.8,917,Overall,78.8
346,2015,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.8,22.9,34.7,437,Male,78.8
347,2015,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.2,22.0,34.4,480,Female,78.8
348,2014,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.7,71.1,76.3,1930,Overall,78.8
349,2014,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.7,68.8,76.6,851,Male,78.8
350,2014,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.8,71.5,78.1,1079,Female,78.8
351,2014,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.3,23.7,28.9,1930,Overall,78.8
352,2014,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.3,23.4,31.2,851,Male,78.8
353,2014,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.2,21.9,28.5,1079,Female,78.8
354,2013,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,73.4,78.4,1870,Overall,78.8
355,2013,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.7,70.9,78.5,851,Male,78.8
356,2013,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.1,73.8,80.4,1019,Female,78.8
357,2013,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.1,21.6,26.6,1870,Overall,78.8
358,2013,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.3,21.5,29.1,851,Male,78.8
359,2013,Indiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.9,19.6,26.2,1019,Female,78.8
360,2016,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.1,71.4,78.8,951,Overall,86.4
361,2016,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.2,67.8,78.6,456,Male,86.4
362,2016,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.1,72.3,81.9,495,Female,86.4
363,2016,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.9,21.2,28.6,951,Overall,86.4
364,2016,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.8,21.4,32.2,456,Male,86.4
365,2016,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.9,18.1,27.7,495,Female,86.4
366,2015,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.4,68.4,76.4,867,Overall,86.4
367,2015,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.9,67.3,78.5,415,Male,86.4
368,2015,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,65.9,77.5,452,Female,86.4
369,2015,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,23.6,31.6,867,Overall,86.4
370,2015,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.1,21.5,32.7,415,Male,86.4
371,2015,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,22.5,34.1,452,Female,86.4
372,2014,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,70.9,77.7,1165,Overall,86.4
373,2014,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.9,72.5,81.3,551,Male,86.4
374,2014,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.4,66.3,76.5,614,Female,86.4
375,2014,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,22.3,29.1,1165,Overall,86.4
376,2014,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.1,18.7,27.5,551,Male,86.4
377,2014,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,28.6,23.5,33.7,614,Female,86.4
378,2013,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.9,73.7,80.1,1226,Overall,86.4
379,2013,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.2,73.0,81.4,590,Male,86.4
380,2013,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.4,71.5,81.3,636,Female,86.4
381,2013,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.1,19.9,26.3,1226,Overall,86.4
382,2013,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.8,18.6,27.0,590,Male,86.4
383,2013,Iowa,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.6,18.7,28.5,636,Female,86.4
384,2016,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.8,70.2,75.4,1741,Overall,81.7
385,2016,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.1,68.2,76.0,849,Male,81.7
386,2016,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,73.7,70.2,77.2,892,Female,81.7
387,2016,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.2,24.6,29.8,1741,Overall,81.7
388,2016,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.9,24.0,31.8,849,Male,81.7
389,2016,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,26.3,22.8,29.8,892,Female,81.7
390,2015,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.1,68.1,72.1,3343,Overall,81.7
391,2015,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.2,67.4,73.0,1634,Male,81.7
392,2015,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,69.9,67.1,72.7,1709,Female,81.7
393,2015,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.9,27.9,31.9,3343,Overall,81.7
394,2015,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.8,27.0,32.6,1634,Male,81.7
395,2015,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,30.1,27.3,32.9,1709,Female,81.7
396,2014,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.5,70.1,74.9,2036,Overall,81.7
397,2014,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.6,69.2,76.0,988,Male,81.7
398,2014,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.4,69.0,75.8,1048,Female,81.7
399,2014,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.5,25.1,29.9,2036,Overall,81.7
400,2014,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.4,24.0,30.8,988,Male,81.7
401,2014,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.6,24.2,31.0,1048,Female,81.7
402,2013,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,72.5,70.7,74.3,3865,Overall,81.7
403,2013,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,68.4,73.6,1786,Male,81.7
404,2013,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,71.8,76.8,2079,Female,81.7
405,2013,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,27.5,25.7,29.3,3865,Overall,81.7
406,2013,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,26.4,31.6,1786,Male,81.7
407,2013,Kansas,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,23.2,28.2,2079,Female,81.7
408,2016,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.5,73.6,79.4,2019,Overall,74.1
409,2016,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,75.7,71.7,79.7,858,Male,74.1
410,2016,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.2,73.1,81.3,1161,Female,74.1
411,2016,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.5,20.6,26.4,2019,Overall,74.1
412,2016,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,24.3,20.3,28.3,858,Male,74.1
413,2016,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.8,18.7,26.9,1161,Female,74.1
414,2015,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,79.0,76.1,81.9,1793,Overall,74.1
415,2015,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,79.1,74.6,83.6,669,Male,74.1
416,2015,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,79.0,75.1,82.9,1124,Female,74.1
417,2015,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.0,18.1,23.9,1793,Overall,74.1
418,2015,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,20.9,16.4,25.4,669,Male,74.1
419,2015,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.0,17.1,24.9,1124,Female,74.1
420,2014,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.1,75.2,81.0,2278,Overall,74.1
421,2014,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,74.8,69.8,79.8,814,Male,74.1
422,2014,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,81.4,78.4,84.4,1464,Female,74.1
423,2014,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.9,19.0,24.8,2278,Overall,74.1
424,2014,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,25.2,20.2,30.2,814,Male,74.1
425,2014,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,18.6,15.6,21.6,1464,Female,74.1
426,2013,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,77.3,74.8,79.8,2382,Overall,74.1
427,2013,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,78.2,74.6,81.8,926,Male,74.1
428,2013,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,76.3,72.7,79.9,1456,Female,74.1
429,2013,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,22.7,20.2,25.2,2382,Overall,74.1
430,2013,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,21.8,18.2,25.4,926,Male,74.1
431,2013,Kentucky,BRFSS,Cigarette Use (Adults),Smoking Frequency,Some Days,23.7,20.1,27.3,1456,Female,74.1
432,2016,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,66.5,61.5,71.5,883,Overall,82.6
433,2016,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,63.0,55.8,70.2,374,Male,82.6
434,2016,Louisiana,BRFSS,Cigarette Use (Adults),Smoking Frequency,Every Day,70.5,64.0,77.0,509,Female,82.6
